company,date,job,link,location,opened,site
jorge  salazar,2022-01-25,practicante profesional de administracion y comercial,https://www.bumeran.com.pe/empleos/practicante-profesional-de-administracion-y-comercial-jorge-salazar-1114931645.html,"breña, lima",False,Bumeran
jet cargo service sac,2022-01-25,practicante contabilidad medio tiempo,https://www.bumeran.com.pe/empleos/practicante-contabilidad-medio-tiempo-jet-cargo-service-sac-1114931543.html,"callao, lima",False,Bumeran
carla  nava,2022-01-25,cosmiatra,https://www.bumeran.com.pe/empleos/cosmiatra-carla-nava-1114931136.html,"san juan de lurigancho., lima",False,Bumeran
confidencial,2022-01-25,jefe de planta de produccion,https://www.bumeran.com.pe/empleos/jefe-de-planta-de-produccion-1114931082.html,"lima, lima",False,Bumeran
dayana  chavez,2022-01-25,practicante de dibujo técnico,https://www.bumeran.com.pe/empleos/practicante-de-dibujo-tecnico-dayana-chavez-1114930757.html,"comas, lima",False,Bumeran
jamming,2022-01-25,practicante profesional de marketing,https://www.bumeran.com.pe/empleos/practicante-profesional-de-marketing-jamming-1114930688.html,"san isidro, lima",False,Bumeran
pontificia universidad catolica del peru (pucp),2022-01-25,practicante de seguridad en el trabajo,https://www.bumeran.com.pe/empleos/practicante-de-seguridad-en-el-trabajo-pontificia-universidad-catolica-del-peru-pucp-1114928932.html,"san miguel, lima",False,Bumeran
gestora inedi,2022-01-25,gestor de contenido empresa contable,https://www.bumeran.com.pe/empleos/gestor-de-contenido-empresa-contable-gestora-inedi-1114928914.html,"lima, lima",False,Bumeran
urbanizadora y constructora andina perú sac,2022-01-25,practicante de arquitectura,https://www.bumeran.com.pe/empleos/practicante-de-arquitectura-urbanizadora-y-constructora-andina-peru-sac-1114928917.html,"trujillo, la libertad",False,Bumeran
carlos hoyos,2022-01-25,recruiting specialist,https://www.bumeran.com.pe/empleos/recruiting-specialist-carlos-hoyos-1114928873.html,"lima, lima",False,Bumeran
victor alarcon,2022-01-25,practicante contable,https://www.bumeran.com.pe/empleos/practicante-contable-victor-alarcon-1114928857.html,"arequipa, arequipa",False,Bumeran
conny lavado,2022-01-25,practicante en derecho,https://www.bumeran.com.pe/empleos/practicante-en-derecho-conny-lavado-1114928763.html,"lima, lima",False,Bumeran
andy aguilar,2022-01-25,practicantes electricista industrial,https://www.bumeran.com.pe/empleos/practicantes-electricista-industrial-andy-aguilar-1114928411.html,"trujillo, la libertad",False,Bumeran
wilman merino,2022-01-25,tecnico aire acondicionado urgente,https://www.bumeran.com.pe/empleos/tecnico-aire-acondicionado-urgente-wilman-merino-1114928374.html,"san juan de miraflores, lima",False,Bumeran
gemimah guzman,2022-01-25,practicante de mecanica de mantenimiento industrial,https://www.bumeran.com.pe/empleos/practicante-de-mecanica-de-mantenimiento-industrial-gemimah-guzman-1114928099.html,"lima, lima",False,Bumeran
owl hunting,2022-01-25,practicante comercial para manejar la marca maria julia atelier arti,https://www.bumeran.com.pe/empleos/practicante-comercial-para-manejar-la-marca-maria-julia-atelier-artista-de-ceramica-owl-hunting-1114927995.html,"lima, lima",False,Bumeran
sodexo peru,2022-01-24,practicante de turismo y hoteleria gastronomia ,https://www.bumeran.com.pe/empleos/practicante-de-turismo-y-hoteleria-gastronomia--sodexo-peru-1114935960.html,"lima, lima",False,Bumeran
sodexo peru,2022-01-24,practicante food gastronomia nutrición,https://www.bumeran.com.pe/empleos/practicante-food-gastronomia-nutricion-sodexo-peru-1114935959.html,"lima, lima",False,Bumeran
sodexo peru,2022-01-24,trainee de marketing digital programa trainee 2022,https://www.bumeran.com.pe/empleos/trainee-de-marketing-digital-programa-trainee-2022-sodexo-peru-1114829930.html,"lima, lima",False,Bumeran
cibergestión perú s.a.c.,2022-01-24,practicante de marketing,https://www.bumeran.com.pe/empleos/practicante-de-marketing-cibergestion-peru-s.a.c.-1114935942.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-24,practicante preprofesional de data analytics riesgo crediticio,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-data-analytics-riesgo-crediticio-adecco-consulting-1114935926.html,"la molina, lima",False,Bumeran
rimac cia de seguros y reaseguros s.a.,2022-01-24,practicante post venta,https://www.bumeran.com.pe/empleos/practicante-post-venta-rimac-cia-de-seguros-y-reaseguros-s.a.-1114935893.html,"lima, lima",False,Bumeran
cassinelli - hipermercado cerámico,2022-01-24,practicante pre de procesos,https://www.bumeran.com.pe/empleos/practicante-pre-de-procesos-cassinelli-hipermercado-ceramico-1114935891.html,perú,False,Bumeran
confidencial,2022-01-24,practicante técnico comercial,https://www.bumeran.com.pe/empleos/practicante-tecnico-comercial-1114935853.html,"lima, lima",False,Bumeran
machu pichu foods sac,2022-01-24,practicante preprofesional de créditos y cobranzas,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-creditos-y-cobranzas-machu-pichu-foods-sac-1114935834.html,"lima, lima",False,Bumeran
san martin contratistas generales,2022-01-24,operadores pala hidráulica,https://www.bumeran.com.pe/empleos/operadores-pala-hidraulica-san-martin-contratistas-generales-1114935832.html,"lima, lima",False,Bumeran
honda del perú,2022-01-24,practicante de garantía post venta motos,https://www.bumeran.com.pe/empleos/practicante-de-garantia-post-venta-motos-honda-del-peru-1114935807.html,"lima, lima",False,Bumeran
deloitte & touche srl,2022-01-24,practicante de precios de transferencia tax legal,https://www.bumeran.com.pe/empleos/practicante-de-precios-de-transferencia-tax-legal-deloitte-touche-srl-1114935706.html,"lima, lima",False,Bumeran
universidad de ingeniería y tecnología - utec,2022-01-24,practicante profesional de ingeniería de sonido sonidista,https://www.bumeran.com.pe/empleos/practicante-profesional-de-ingenieria-de-sonido-sonidista-universidad-de-ingenieria-y-tecnologia-utec-1114935647.html,perú,False,Bumeran
hochschild,2022-01-24,practicante pre profesional de comunicación interna,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-comunicacion-interna-hochschild-1114935643.html,"santiago de surco, lima",False,Bumeran
honda del perú,2022-01-24,practicante de marketing,https://www.bumeran.com.pe/empleos/practicante-de-marketing-honda-del-peru-1114935609.html,"lima, lima",False,Bumeran
san fernando - la buena familia,2022-01-24,practicante pre profesional de planeamiento financiero,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-planeamiento-financiero-san-fernando-la-buena-familia-1114935597.html,"lima, lima",False,Bumeran
kavak,2022-01-24,group leader mechanics líder de mecánica automotriz,https://www.bumeran.com.pe/empleos/group-leader-mechanics-lider-de-mecanica-automotriz-kavak-1114935555.html,"lima, lima",False,Bumeran
kavak,2022-01-24,group leader de almacén,https://www.bumeran.com.pe/empleos/group-leader-de-almacen-kavak-1114935551.html,"lima, lima",False,Bumeran
universidad peruana de ciencias aplicadas,2022-01-24,practicante de soluciones,https://www.bumeran.com.pe/empleos/practicante-de-soluciones-universidad-peruana-de-ciencias-aplicadas-1114935544.html,"lima, lima",False,Bumeran
kavak,2022-01-24,analista sr de gestión de proyectos,https://www.bumeran.com.pe/empleos/analista-sr.-de-gestion-de-proyectos-kavak-1114935541.html,"lima, lima",False,Bumeran
colegio peruano norteamericano abraham lincoln,2022-01-24,practicante de sistemas,https://www.bumeran.com.pe/empleos/practicante-de-sistemas-colegio-peruano-norteamericano-abraham-lincoln-1113453033.html,"la molina, lima",False,Bumeran
colegio peruano norteamericano abraham lincoln,2022-01-24,practicante pre profesional de logistica,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-logistica-colegio-peruano-norteamericano-abraham-lincoln-1113873462.html,"lima, lima",False,Bumeran
mill  hire the future,2022-01-24,jefe de rrhh selección,https://www.bumeran.com.pe/empleos/jefea-de-rrhh-seleccion-mill-hire-the-future-1114935533.html,"lima, lima",False,Bumeran
ebiz s.a.c.,2022-01-24,arquitecto de software,https://www.bumeran.com.pe/empleos/arquitecto-de-software-ebiz-s.a.c.-1114935532.html,"cercado de lima, lima",False,Bumeran
confidencial,2022-01-24,practicante profesional de tesorería,https://www.bumeran.com.pe/empleos/practicante-profesional-de-tesoreria-1114905206.html,perú,False,Bumeran
kavak,2022-01-24,conductor driver,https://www.bumeran.com.pe/empleos/conductor-driver-kavak-1114935528.html,"lima, lima",False,Bumeran
skf del peru,2022-01-24,practicante preprofesional logística y planeamiento,https://www.bumeran.com.pe/empleos/practicante-preprofesional-logistica-y-planeamiento-skf-del-peru-1114935514.html,"lima, lima",False,Bumeran
luz del sur s.a.a.,2022-01-24,practicante de atención al cliente santa anita,https://www.bumeran.com.pe/empleos/practicante-de-atencion-al-cliente-santa-anita-luz-del-sur-s.a.a.-1114935508.html,"lima, lima",False,Bumeran
los portales,2022-01-24,practicante pre profesional de comunicación interna magdalena,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-comunicacion-interna-magdalena-los-portales-1114935510.html,"magdalena, lima",False,Bumeran
atlas copco peru s.a.c.,2022-01-24,practicante en ingeniería de ventas,https://www.bumeran.com.pe/empleos/practicante-en-ingenieria-de-ventas-atlas-copco-peru-s.a.c.-1114935487.html,"lima, lima",False,Bumeran
los portales,2022-01-24,practicante profesional de diseño magdalena del mar,https://www.bumeran.com.pe/empleos/practicante-profesional-de-diseno-magdalena-del-mar-los-portales-1114102233.html,"lima, lima",False,Bumeran
pricewaterhousecoopers,2022-01-24,practicante de facturación,https://www.bumeran.com.pe/empleos/practicante-de-facturacion-pricewaterhousecoopers-1114935469.html,"lima, lima",False,Bumeran
mandomedio,2022-01-24,practicante de control de gestión agroindustrial,https://www.bumeran.com.pe/empleos/practicante-de-control-de-gestion-agroindustrial-mandomedio-1114935365.html,"lima, lima",False,Bumeran
notaria francisco banda gonzalez,2022-01-24,abogado y admistrador,https://www.bumeran.com.pe/empleos/abogadoa-y-admistradora-notaria-francisco-banda-gonzalez-1114935349.html,"lima, lima",False,Bumeran
confidencial,2022-01-24,supervisor de producción químico farmacéutico laboratorio farmacéu,https://www.bumeran.com.pe/empleos/supervisor-de-produccion-quimico-farmaceutico-laboratorio-farmaceutico-1114935239.html,"lima, lima",False,Bumeran
ceramica lima s.a.,2022-01-24,practicante de almacén de suministros,https://www.bumeran.com.pe/empleos/practicante-de-almacen-de-suministros-ceramica-lima-s.a.-1114935234.html,"lima, lima",False,Bumeran
san martin contratistas generales,2022-01-24,ayudante de perforacion y voladura marcona,https://www.bumeran.com.pe/empleos/ayudante-de-perforacion-y-voladura-marcona-san-martin-contratistas-generales-1114935235.html,"lima, lima",False,Bumeran
auna,2022-01-24,enfermero de imagenes clinica delgado,https://www.bumeran.com.pe/empleos/enfermeroa-de-imagenes-clinica-delgado-auna-1114780808.html,"miraflores, lima",False,Bumeran
multifoods sac,2022-01-24,supervisor de seguridad y salud en el trabajo chorrillos,https://www.bumeran.com.pe/empleos/supervisor-de-seguridad-y-salud-en-el-trabajo-chorrillos-multifoods-sac-1114935189.html,"chorrillos, lima",False,Bumeran
salesland internacional s.a.,2022-01-24,televendedor tarjetas scotiabank planilla completa fijo comisi,https://www.bumeran.com.pe/empleos/televendedor-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114935164.html,"lima, lima",False,Bumeran
pacífico seguros,2022-01-24,arquitectoa de seguridad ti arquitectura de datos,https://www.bumeran.com.pe/empleos/arquitecto-a-de-seguridad-ti-arquitectura-de-datos-pacifico-seguros-1114935139.html,"san isidro, lima",False,Bumeran
alignet s.a.c.,2022-01-24,practicante comercial,https://www.bumeran.com.pe/empleos/practicante-comercial-alignet-s.a.c.-1114823928.html,"miraflores, lima",False,Bumeran
confidencial,2022-01-24,ingeniero residente de obra planta concentradora ayacucho,https://www.bumeran.com.pe/empleos/ingeniero-residente-de-obra-planta-concentradora-ayacucho-1114935112.html,"ayacucho, ayacucho",False,Bumeran
adecco,2022-01-24,analista programador front end trabajo remoto,https://www.bumeran.com.pe/empleos/analista-programador-front-end-trabajo-remoto-adecco-1114894120.html,"lima, lima",False,Bumeran
socosani s.a.,2022-01-24,analista de calidad,https://www.bumeran.com.pe/empleos/analista-de-calidad-socosani-s.a.-1114935089.html,"arequipa, arequipa",False,Bumeran
corporación efameinsa e ingeniería s.a.,2022-01-24,diseño gráfico soluciones visuales para potenciar la experiencia de ,https://www.bumeran.com.pe/empleos/diseno-grafico-soluciones-visuales-para-potenciar-la-experiencia-de-marca-corporacion-efameinsa-e-ingenieria-s.a.-1114912647.html,"lima, lima",False,Bumeran
pan american silver peru s.a.c.,2022-01-24,practicante profesional shahuindo 2022 ing mecánicaing mecatrónica,https://www.bumeran.com.pe/empleos/practicante-profesional-shahuindo-2022-ing.-mecanica-ing.-mecatronica-ing.-electronica-ing.-higiene-pan-american-silver-peru-s.a.c.-1114935078.html,"cajabamba, cajamarca",False,Bumeran
mandomedio,2022-01-24,practicante pre ingeniería comercial arequipa,https://www.bumeran.com.pe/empleos/practicante-pre-ingenieria-comercial-arequipa-mandomedio-1114934922.html,"arequipa, arequipa",False,Bumeran
celepsa,2022-01-24,practicante profesional de logística,https://www.bumeran.com.pe/empleos/practicante-profesional-de-logistica-celepsa-1114919459.html,"lima, lima",False,Bumeran
confidencial,2022-01-24,practicante profesional de gestión empresarial agroindustrial,https://www.bumeran.com.pe/empleos/practicante-profesional-de-gestion-empresarial-agroindustrial-1114934794.html,"lima, lima",False,Bumeran
agp perú,2022-01-24,ingeniero de proyectos proyectos industriales,https://www.bumeran.com.pe/empleos/ingeniero-de-proyectos-proyectos-industriales-agp-peru-1114934678.html,"lima, lima",False,Bumeran
confidencial,2022-01-24,enfermera escolar,https://www.bumeran.com.pe/empleos/enfermera-escolar-1114934567.html,"la molina, lima",False,Bumeran
mibanco,2022-01-24,asesor de negocios nueva esperanza vmt,https://www.bumeran.com.pe/empleos/asesor-de-negocios-nueva-esperanza-vmt-mibanco-1113875455.html,"villa maría del triunfo, lima",False,Bumeran
etna,2022-01-24,practicante de costos,https://www.bumeran.com.pe/empleos/practicante-de-costos-etna-1114934513.html,"los olivos, lima",False,Bumeran
compartamos financiera s.a.,2022-01-24,ejecutivo de negocios en formación prácticas ag juliaca,https://www.bumeran.com.pe/empleos/ejecutivo-de-negocios-en-formacion-practicas-ag.-juliaca-compartamos-financiera-s.a.-1114934508.html,"juliaca, puno",False,Bumeran
san martin contratistas generales,2022-01-24,instructor tecnico gran mineria,https://www.bumeran.com.pe/empleos/instructor-tecnico-gran-mineria-san-martin-contratistas-generales-1114934506.html,"marcona, ica",False,Bumeran
webhelp perú,2022-01-24,analista de negocios,https://www.bumeran.com.pe/empleos/analista-de-negocios-webhelp-peru-1114934504.html,"ate., lima",False,Bumeran
pacífico seguros,2022-01-24,prácticas pre profesionales pacífico salud,https://www.bumeran.com.pe/empleos/practicas-pre-profesionales-pacifico-salud-pacifico-seguros-1114934475.html,"san isidro, lima",False,Bumeran
indra peru,2022-01-24,"recien egresado carrera ingeniería sistemas, informática, afin",https://www.bumeran.com.pe/empleos/recien-egresado-carrera-ingenieria-sistemas-informatica-afin-indra-peru-1114934435.html,"lima, lima",False,Bumeran
ferreycorp s.a.a.,2022-01-24,practicante profesional de relaciones laborales,https://www.bumeran.com.pe/empleos/practicante-profesional-de-relaciones-laborales-ferreycorp-s.a.a.-1114926576.html,"lima, lima",False,Bumeran
